Region,Date,All aged 16 & over,Total economically active,Total in employment,Unemployed,Economically inactive,Economic activity rate (%),Employment rate (%),Unemployment rate (%),Economic inactivity rate (%),All aged 16 to 64,Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Economic inactivity rate (%) (16 to 64),Treated
North East,Oct-Dec 2020,2145802,1284186.706,1202530.266,81656.44015,861615.2936,59.84646796,56.04106373,6.358611232,40.15353204,1626992,1241038.57,1162878.664,78159.90681,385953.4297,76.27809911,71.4741476,6.297943406,23.72190089,0
North East,Nov-Jan 2021,2144844,1283847.838,1206031.159,77816.67906,860996.1619,59.85739933,56.22931826,6.061207314,40.14260067,1625639,1239432.118,1162347.782,77084.33588,386206.8823,76.2427647,71.50097788,6.219326963,23.7572353,0
North East,Dec-Feb 2021,2144629,1283835.043,1209346.581,74488.46147,860793.9572,59.86280344,56.38954716,5.80202744,40.13719656,1624856,1244608.527,1170200.889,74407.63819,380247.4732,76.59808173,72.01874435,5.978396949,23.40191827,0
North East,Jan-Mar 2021,2144189,1281591.316,1207300.007,74291.30867,862597.6845,59.7704454,56.30567114,5.796801818,40.2295546,1623927,1244008.277,1168241.794,75766.48311,379918.7226,76.60493836,71.9393048,6.090512779,23.39506164,0
North East,Feb-Apr 2021,2143946,1277265.92,1196709.607,80556.31295,866680.08,59.57547065,55.8180853,6.306933559,40.42452935,1623097,1239725.879,1160766.374,78959.50498,383371.1206,76.38027052,71.51552707,6.369110001,23.61972948,0
North East,Mar-May 2021,2144420,1277693.28,1202758.422,74934.8579,866726.7201,59.58223109,56.08781965,5.864854976,40.41776891,1622832,1235507.869,1163929.864,71578.00487,387324.1315,76.13282635,71.72214152,5.793407448,23.86717365,0
North East,Apr-Jun 2021,2144456,1273425.767,1200169.807,73255.95977,871030.2329,59.38222874,55.96616612,5.752668248,40.61777126,1622234,1228275.985,1158481.383,69794.60283,393958.0147,75.71509322,71.41271743,5.682322513,24.28490678,0
North East,May-Jul 2021,2146698,1273025.528,1206210.255,66815.27305,873672.4724,59.30156583,56.18909854,5.248541494,40.69843417,1623333,1229284.168,1166210.293,63073.87482,394048.8323,75.72593964,71.84048454,5.130943396,24.27406036,0
North East,Jun-Aug 2021,2148077,1262409.144,1196651.574,65757.56927,885667.8563,58.76926869,55.70803907,5.208895198,41.23073131,1624340,1223715.913,1157122.962,66592.95023,400624.0873,75.33619271,71.2364999,5.441863552,24.66380729,0
North East,Jul-Sep 2021,2148825,1253825.704,1189827.056,63998.64825,894999.2957,58.34936322,55.37105423,5.104269918,41.65063678,1624921,1211106.353,1148090.648,63015.70486,413814.6469,74.53324519,70.65516713,5.203152035,25.46675481,0
North East,Aug-Oct 2021,2149424,1253765.433,1187694.64,66070.7923,895658.5672,58.33029839,55.25641476,5.269788955,41.66970161,1625376,1208714.543,1142492.535,66222.00786,416661.4567,74.36522646,70.2909687,5.478713583,25.63477354,0
North East,Sep-Nov 2021,2148846,1261248.936,1189208.661,72040.2756,887597.0636,58.69424502,55.34173509,5.711820523,41.30575498,1624949,1217615.617,1146393.949,71221.66745,407333.3833,74.93254353,70.54953413,5.849273487,25.06745647,0
North East,Oct-Dec 2021,2148291,1261091.734,1190378.278,70713.45634,887199.266,58.70209082,55.4104764,5.60732058,41.29790918,1624502,1222785.17,1153930.767,68854.40388,401716.8296,75.27138597,71.03289295,5.630948555,24.72861403,0
North East,Nov-Jan 2022,2147886,1260260.25,1191191.377,69068.87335,887625.7498,58.67444782,55.45878026,5.480524625,41.32555218,1624184,1217011.871,1148550.408,68461.46305,407172.1286,74.93066496,70.71553521,5.625373479,25.06933504,0
North East,Dec-Feb 2022,2148449,1257733.423,1190759.761,66973.66167,890715.577,58.54146051,55.42415767,5.324948868,41.45853949,1624653,1206342.035,1141334.621,65007.41451,418310.9648,74.25228866,70.25097794,5.388804552,25.74771134,0
North East,Jan-Mar 2022,2149352,1264989.16,1202331.069,62658.09168,884362.8396,58.85444359,55.93923511,4.953251272,41.14555641,1625294,1216125.124,1153075.021,63050.10252,409168.8762,74.8249316,70.94562715,5.184507851,25.1750684,0
North East,Feb-Apr 2022,2149756,1267367.161,1201720.084,65647.07727,882388.8388,58.95400042,55.90030143,5.179799452,41.04599958,1625616,1222195.76,1158123.595,64072.16466,403420.2402,75.18354641,71.24213807,5.242381521,24.81645359,0
North East,Mar-May 2022,2150783,1266500.317,1202330.79,64169.52739,884282.683,58.88554619,55.90200358,5.06668072,41.11445381,1626374,1222787.662,1162599.534,60188.1275,403586.3383,75.18489976,71.48414413,4.922205988,24.81510024,0
North East,Apr-Jun 2022,2151461,1266018.254,1201739.148,64279.10596,885442.7462,58.844583,55.85688738,5.077265337,41.155417,1626901,1222334.229,1161115.405,61218.82447,404566.771,75.13267427,71.36976402,5.008353936,24.86732573,0
North East,May-Jul 2022,2154482,1257275.882,1198185.669,59090.21328,897206.1181,58.35629548,55.61363096,4.699860558,41.64370452,1629198,1216889.201,1162074.709,54814.49187,412308.7992,74.69252975,71.32802207,4.504476812,25.30747025,0
North East,Jun-Aug 2022,2155858,1252467.56,1196859.639,55607.9209,903390.44,58.09601375,55.51662675,4.439869157,41.90398625,1630226,1215094.297,1160216.242,54878.05529,415131.7028,74.53532806,71.16904293,4.516361851,25.46467194,0
North East,Jul-Sep 20221,2179643,1270927.599,1215712.246,55215.35282,908715.401,58.30897991,55.77575072,4.34449239,41.69102009,1645767,1229871.39,1175856.53,54014.85999,415895.6095,74.72937484,71.44732702,4.391911253,25.27062516,0
North East,Aug-Oct 2022,2181062,1270160.653,1206912.417,63248.23575,910901.3473,58.23588017,55.33599765,4.97954614,41.76411983,1646449,1229973.924,1168030.41,61943.5145,416475.076,74.70464764,70.94239843,5.036164856,25.29535236,0
North East,Sep-Nov 2022,2182481,1276304.509,1214067.521,62236.98872,906176.4907,58.47952442,55.62786208,4.876343245,41.52047558,1647116,1232022.27,1171282.323,60739.94685,415093.7303,74.79875551,71.11110103,4.930101374,25.20124449,0
North East,Oct-Dec 2022,2183954,1259486.871,1198109.871,61376.99968,924467.1291,57.67002743,54.85966606,4.873175028,42.32997257,1647827,1218452.244,1160420.946,58031.29845,429374.7559,73.9429712,70.42128486,4.762706026,26.0570288,0
North East,Nov-Jan 2023,2185410,1270722.621,1213082.373,57640.24764,914687.3793,58.14573104,55.50822834,4.536021214,41.85426896,1648534,1225520.941,1169724.799,55796.1423,423013.0585,74.34004646,70.95545492,4.552850989,25.65995354,0
North East,Dec-Feb 2023,2186859,1288733.16,1230880.082,57853.07813,898125.8397,58.9307843,56.28529695,4.489143286,41.0692157,1649204,1241642.588,1183238.641,58403.94687,407561.4125,75.28738637,71.7460448,4.703764791,24.71261363,0
North East,Jan-Mar 2023,2188260,1298009.459,1238252.223,59757.23604,890250.5407,59.31696688,56.58615627,4.603759673,40.68303312,1649877,1258129.073,1197211.964,60917.10856,391747.9271,76.25593137,72.56371016,4.841880684,23.74406863,0
North East,Feb-Apr 2023,2189687,1304192.986,1252431.783,51761.20289,885494.0142,59.56070369,57.19684059,3.968830032,40.43929631,1650561,1264180.117,1211208.702,52971.41576,386380.8826,76.59093589,73.38163822,4.190179471,23.40906411,0
North East,Mar-May 2023,2191146,1304550.005,1256258.668,48291.33642,886595.9952,59.53733821,57.33340765,3.701762005,40.46266179,1651252,1261236.141,1214228.777,47007.36343,390015.8591,76.38059732,73.5338263,3.727086618,23.61940268,0
North East,Apr-Jun 2023,2192589,1312945.282,1259156.335,53788.94671,879643.7184,59.88104846,57.42783234,4.096815569,40.11895154,1651930,1271856.535,1217790.092,54066.44258,380073.4653,76.99215673,73.71923097,4.250985949,23.00784327,0
North East,May-Jul 2023,2193999,1315882.106,1250164.974,65717.13277,878116.8936,59.97642234,56.98110955,4.994150498,40.02357766,1652593,1275673.302,1211260.815,64412.4878,376919.6977,77.19222472,73.29456282,5.049293395,22.80777528,0
North East,Jun-Aug 2023,2195488,1270224.85,1214858.482,55366.36861,925263.1498,57.8561509,55.33432574,4.358784872,42.1438491,1653304,1228076.498,1171060.299,57016.19939,425227.5016,74.28013834,70.83151671,4.642723761,25.71986166,0
North East,Jul-Sep 2023,2196969,1277312.385,1218515.084,58797.30074,919656.6154,58.13975457,55.46346279,4.603204467,41.86024543,1654007,1237125.287,1178928.569,58196.71867,416881.7125,74.79565005,71.27712088,4.704189564,25.20434995,0
North East,Aug-Oct 2023,2198498,1255804.029,1207838.231,47965.79842,942693.9708,57.12099939,54.93924628,3.819528947,42.87900061,1654718,1217171.574,1170276.935,46894.63921,437546.4256,73.55764393,70.72364809,3.852755042,26.44235607,0
North East,Sep-Nov 2023,2199910,1273797.184,1219836.666,53960.5174,926112.8162,57.90224072,55.44938959,4.236193806,42.09775928,1655360,1242532.684,1190602.634,51930.04979,412827.3165,75.06117603,71.92409106,4.179370932,24.93882397,0
North East,Oct-Dec 2023,2201377,1270291.224,1215820.684,54470.53993,931085.7764,57.70439246,55.23000757,4.288035603,42.29560754,1656036,1236159.518,1185559.442,50600.07601,419876.482,74.64569115,71.59019743,4.093328998,25.35430885,0
North West,Mar-May 1992,5309048,3266158.487,2935236.734,330921.7528,2042889.513,61.52060571,55.28744013,10.1318339,38.47939429,4289032,3220438.418,2891685.041,328753.377,1068593.582,75.08543695,67.42045853,10.20834229,24.91456305,0
North West,Apr-Jun 1992,5308261,3260794.707,2927771.786,333022.9208,2047466.293,61.42868082,55.15500813,10.21293736,38.57131918,4288151,3216108.656,2886110.7,329997.9561,1072042.344,74.99989288,67.30431602,10.2607838,25.00010712,0
North West,May-Jul 1992,5307162,3258990.923,2916437.904,342553.0192,2048171.077,61.40741366,54.95287131,10.51101483,38.59258634,4286863,3217289.053,2876699.354,340589.6991,1069573.947,75.04996202,67.10499855,10.58623249,24.95003798,0
North West,Jun-Aug 1992,5306606,3252938.1,2921795.707,331142.3935,2053667.9,61.29978559,55.05959377,10.17979388,38.70021441,4286171,3212724.63,2884152.726,328571.9045,1073446.37,74.95558694,67.28972609,10.22720408,25.04441306,0
North West,Jul-Sep 1992,5306252,3240767.777,2920732.898,320034.879,2065484.223,61.07451695,55.04323764,9.875279596,38.92548305,4285689,3201507.677,2883063.708,318443.9687,1084181.323,74.70228653,67.27188342,9.946687652,25.29771347,0
North West,Aug-Oct 1992,5305688,3228567.898,2897863.568,330704.3298,2077120.102,60.8510696,54.61805458,10.24306566,39.1489304,4285045,3192929.173,2865286.777,327642.3968,1092115.827,74.51331721,66.86713387,10.26149905,25.48668279,0
North West,Sep-Nov 1992,5305099,3232799.611,2903312.872,329486.7386,2072299.389,60.93759251,54.72683681,10.19199388,39.06240749,4284396,3194395.18,2867043.885,327351.2949,1090000.82,74.55882182,66.91827471,10.24767684,25.44117818,0
North West,Oct-Dec 1992,5304772,3234076.521,2892121.033,341955.4885,2070695.479,60.96541984,54.51923349,10.5735126,39.03458016,4283876,3196518.53,2856761.872,339756.6584,1087357.47,74.61743828,66.68638103,10.62895945,25.38256172,0
North West,Nov-Jan 1993,5304108,3231701.293,2878495.135,353206.1584,2072406.707,60.92827094,54.26916524,10.92941848,39.07172906,4283201,3195834.723,2843513.606,352321.1168,1087366.277,74.61323256,66.3875827,11.02438478,25.38676744,0
North West,Dec-Feb 1993,5303672,3236572.344,2877703.789,358868.5543,2067099.656,61.02512266,54.25870584,11.08792007,38.97487734,4282512,3200604.36,2842493.814,358110.5461,1081907.64,74.7366116,66.37445066,11.18884141,25.2633884,0
North West,Jan-Mar 1993,5302935,3242730.859,2880601.818,362129.041,2060204.141,61.14973801,54.32089622,11.16740971,38.85026199,4281703,3205707.324,2844100.945,361606.3788,1075995.676,74.86991331,66.42452654,11.28008087,25.13008669,0
North West,Feb-Apr 1993,5302358,3241014.259,2885665.994,355348.2654,2061343.741,61.12401802,54.42231539,10.96410682,38.87598198,4281172,3201547.199,2847981.391,353565.808,1079624.801,74.78202697,66.52340507,11.04359192,25.21797303,0
North West,Mar-May 1993,5301728,3240457.444,2888273.238,352184.2053,2061270.556,61.1207788,54.47795961,10.86834842,38.8792212,4280414,3202103.33,2851274.144,350829.1854,1078310.67,74.80826223,66.61211145,10.95621063,25.19173777,0
North West,Apr-Jun 1993,5301377,3244620.449,2902353.677,342266.7722,2056756.551,61.20335243,54.7471662,10.54874607,38.79664757,4279959,3207568.967,2867028.837,340540.1302,1072390.033,74.94391809,66.98729677,10.6167672,25.05608191,0
North West,May-Jul 1993,5301216,3236042.721,2898171.766,337870.9545,2065173.279,61.0434044,54.66994302,10.44086817,38.9565956,4279695,3197425.9,2860356.533,337069.3676,1082269.1,74.71153669,66.83552292,10.54189771,25.28846331,0
North West,Jun-Aug 1993,5299565,3236118.453,2907525.306,328593.1466,2063446.547,61.06385058,54.86347098,10.15392828,38.93614942,4278245,3198838.409,2871191.759,327646.6495,1079406.591,74.7698743,67.11143843,10.24267586,25.2301257,0
North West,Jul-Sep 1993,5298502,3240093.947,2908796.409,331297.5378,2058408.053,61.15113191,54.8984677,10.22493617,38.84886809,4277175,3201225.583,2870467.852,330757.7309,1075949.417,74.84439106,67.11130249,10.3322219,25.15560894,0
North West,Aug-Oct 1993,5297309,3227349.22,2893113.6,334235.62,2069959.78,60.92431497,54.61477894,10.35635121,39.07568503,4276058,3189823.599,2856228.02,333595.5793,1086234.401,74.59729496,66.79582034,10.45811999,25.40270504,0
North West,Sep-Nov 1993,5296160,3238672.451,2901247.878,337424.5734,2057487.549,61.15133325,54.78021581,10.41860758,38.84866675,4274885,3198548.538,2862526.964,336021.5741,1076336.462,74.82186159,66.96149636,10.50543927,25.17813841,0
North West,Oct-Dec 1993,5294868,3232157.387,2893663.803,338493.5843,2062710.613,61.04320991,54.65034828,10.4726826,38.95679009,4273801,3192995.64,2855699.419,337296.2211,1080805.36,74.71091049,66.81872691,10.56362924,25.28908951,0
North West,Nov-Jan 1994,5293953,3236341.626,2889610.548,346731.0786,2057611.374,61.13279862,54.58323011,10.7136736,38.86720138,4272935,3197198.779,2852050.314,345148.465,1075736.221,74.82441879,66.74686869,10.79533957,25.17558121,0
North West,Dec-Feb 1994,5292672,3228961.151,2883486.001,345475.1505,2063710.849,61.00814771,54.48072355,10.69926624,38.99185229,4271822,3191435.83,2847033.811,344402.0192,1080386.17,74.70900777,66.64682683,10.79144428,25.29099223,0
North West,Jan-Mar 1994,5291332,3224026.9,2882371.476,341655.4242,2067305.1,60.93034609,54.47345727,10.59716419,39.06965391,4270582,3187679.559,2847433.255,340246.3034,1082902.441,74.64274328,66.6755317,10.67379256,25.35725672,0
North West,Feb-Apr 1994,5290259,3215199.548,2878666.994,336532.5539,2075059.452,60.77584382,54.41448129,10.46692589,39.22415618,4269407,3179082.603,2843757.16,335325.4431,1090324.397,74.46192417,66.60777854,10.54786821,25.53807583,0
North West,Mar-May 1994,5288894,3219356.92,2887031.103,332325.8171,2069537.08,60.87013504,54.58666978,10.32273915,39.12986496,4268274,3181254.322,2850500.645,330753.6772,1087019.678,74.53257035,66.78345028,10.39695805,25.46742965,0
North West,Apr-Jun 1994,5287640,3215178.049,2885844.893,329333.1554,2072461.951,60.80553987,54.57718175,10.24307676,39.19446013,4267138,3176025.168,2847928.524,328096.644,1091112.832,74.4298677,66.74095199,10.330417,25.5701323,0
North West,May-Jul 1994,5286483,3226470.879,2904136.436,322334.4434,2060012.121,61.03246486,54.93513241,9.990310015,38.96753514,4266073,3183784.392,2862557.2,321227.1923,1082288.608,74.63033081,67.10052078,10.08947695,25.36966919,0
North West,Jun-Aug 1994,5286008,3224095.918,2892235.973,331859.9442,2061912.082,60.99302002,54.7149375,10.29311635,39.00697998,4265420,3182815.372,2852873.974,329941.3979,1082604.628,74.61903804,66.88377638,10.36633795,25.38096196,0
North West,Jul-Sep 1994,5285441,3216209.484,2892460.314,323749.1707,2069231.516,60.85035259,54.72505158,10.06617176,39.14964741,4264702,3175264.116,2853425.583,321838.5326,1089437.884,74.4545367,66.90797114,10.13580354,25.5454633,0
North West,Aug-Oct 1994,5284911,3226626.44,2898946.379,327680.0604,2058284.56,61.05356249,54.85326772,10.15550038,38.94643751,4264017,3186150.266,2860037.04,326113.2257,1077866.734,74.72180027,67.07377199,10.23533727,25.27819973,0
North West,Sep-Nov 1994,5284522,3189009.463,2884835.686,304173.7769,2095512.537,60.34622361,54.59028623,9.538189851,39.65377639,4263446,3148966.511,2846111.985,302854.5253,1114479.489,73.85965509,66.75614011,9.617584827,26.14034491,0
North West,Oct-Dec 1994,5284308,3191556.164,2892652.165,298903.999,2092751.836,60.39686113,54.74041569,9.365462601,39.60313887,4263083,3149660.56,2852704.851,296955.7086,1113422.44,73.88222466,66.91647456,9.428181323,26.11777534,0
North West,Nov-Jan 1995,5283685,3173428.143,2878306.436,295121.7072,2110256.857,60.06088825,54.47536021,9.299775949,39.93911175,4262307,3129786.952,2836491.618,293295.3336,1132520.048,73.42941163,66.54827112,9.371095799,26.57058837,0
North West,Dec-Feb 1995,5283161,3174817.695,2884440.959,290376.7359,2108343.305,60.0931468,54.59687788,9.146249134,39.9068532,4261702,3131439.014,2843523.574,287915.4407,1130262.986,73.47860114,66.7227219,9.194349288,26.52139886,0
North West,Jan-Mar 1995,5282883,3162975.239,2879118.891,283856.3479,2119907.761,59.87214252,54.49900918,8.97434619,40.12785748,4261256,3119274.257,2837189.611,282084.6456,1141981.743,73.20081818,66.58106463,9.043278095,26.79918182,0
North West,Feb-Apr 1995,5282069,3165218.972,2873095.571,292123.4016,2116850.028,59.9238475,54.39337446,9.229168792,40.0761525,4260332,3121808.74,2831827.402,289981.3383,1138523.26,73.27618458,66.46964138,9.288888668,26.72381542,0
North West,Mar-May 1995,5281599,3155667.468,2870835.399,284832.0692,2125931.532,59.74833508,54.35542151,9.026048279,40.25166492,4259668,3111019.315,2827536.259,283483.0562,1148648.685,73.03431429,66.3792638,9.112224243,26.96568571,0
North West,Apr-Jun 1995,5280970,3150315.548,2864675.02,285640.528,2130654.452,59.65410802,54.24524321,9.067044988,40.34589198,4258982,3106921.376,2822162.326,284759.0494,1152060.624,72.94985928,66.2637768,9.165312379,27.05014072,0
North West,May-Jul 1995,5280678,3151287.035,2868198.405,283088.6295,2129390.965,59.67580365,54.31496496,8.983270214,40.32419635,4258473,3110098.166,2828495.2,281602.9661,1148374.834,73.03317801,66.42040939,9.054471951,26.96682199,0
North West,Jun-Aug 1995,5280137,3157804.68,2874837.778,282966.9024,2122332.32,59.80535505,54.44627247,8.960874123,40.19464495,4258076,3113685.728,2831902.835,281782.8925,1144390.272,73.12424033,66.50662964,9.049818034,26.87575967,0
North West,Jul-Sep 1995,5279538,3152625.662,2865168.091,287457.5714,2126912.338,59.71404434,54.26929574,9.118036906,40.28595566,4257444,3106258.963,2820904.415,285354.5489,1151185.037,72.96065347,66.25816839,9.186437842,27.03934653,0
North West,Aug-Oct 1995,5279027,3138586.81,2858121.117,280465.6934,2140440.19,59.45388819,54.14105888,8.936050214,40.54611181,4256879,3094657.306,2816635.262,278022.0441,1162221.694,72.69779823,66.16667427,8.983936396,27.30220177,0
