Region,Year,Total economically active,Total in employment,Unemployed,Employment rate (%),Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Treated
Yorkshire and The Humber,2003,2473413.846,2353635.902,119777.9439,59.15630418,2438212.49,2319210.979,119001.51,763947.5105,76.14274395,72.42645525,4.880686591,0
Yorkshire and The Humber,2003,2473543.763,2351173.536,122370.2271,59.04243148,2435550.758,2314351.265,121199.4929,769623.2421,75.98809793,72.20672778,4.976266353,0
Yorkshire and The Humber,2004,2479004.613,2355833.375,123171.2378,59.11018268,2440465.097,2317991.157,122473.9396,767603.9035,76.07271217,72.25502809,5.018467165,0
Yorkshire and The Humber,2004,2484823.239,2354669.363,130153.8767,59.02607496,2445877.306,2316618.645,129258.6609,765368.6943,76.16598995,72.14080282,5.284756541,0
Yorkshire and The Humber,2004,2485036.153,2365898.619,119137.534,59.25483525,2447171.115,2328721.841,118449.274,767135.8853,76.13370828,72.44864416,4.840253028,0
Yorkshire and The Humber,2004,2489514.819,2376335.55,113179.2693,59.46508871,2450749.424,2338320.613,112428.8108,766631.5761,76.17218551,72.67776534,4.587527786,0
Yorkshire and The Humber,2004,2489758.475,2381173.471,108585.0035,59.53127154,2453423.396,2345254.973,108168.4229,767120.6038,76.18040295,72.82170259,4.408877126,0
Yorkshire and The Humber,2004,2485240.988,2372448.792,112792.1966,59.26194348,2449977.631,2337085.694,112891.9371,773631.3694,76.00107924,72.49904357,4.607876239,0
Yorkshire and The Humber,2004,2487291.488,2378142.984,109148.5035,59.35391937,2453151.709,2344489.499,108662.2101,773398.291,76.03017802,72.66242578,4.429494095,0
Yorkshire and The Humber,2004,2490071.658,2382795.116,107276.5423,59.40910202,2457936.478,2350950.923,106985.5543,772310.5223,76.09128583,72.77929283,4.352657415,0
Yorkshire and The Humber,2004,2489714.179,2376832.834,112881.3449,59.20006381,2457370.159,2344905.339,112464.8202,776463.8409,75.98937234,72.51161745,4.576633267,0
Yorkshire and The Humber,2004,2504418.879,2393552.856,110866.0229,59.55968006,2471420.721,2360910.258,110510.4626,765906.279,76.34139897,72.92776598,4.471535812,0
Yorkshire and The Humber,2004,2501991.718,2387378.96,114612.7576,59.34556632,2466212.214,2351942.622,114269.5919,774754.7857,76.09494988,72.56916292,4.633404668,0
Yorkshire and The Humber,2004,2503484.519,2387147.285,116337.2341,59.28679641,2469376.601,2353874.486,115502.1152,774712.3987,76.11926187,72.55887511,4.677379512,0
Yorkshire and The Humber,2005,2495853.438,2383841.689,112011.7489,59.14080587,2467420.964,2355268.649,112152.3152,780562.0362,75.96779182,72.51480838,4.545325537,0
Yorkshire and The Humber,2005,2510527.459,2404392.675,106134.7835,59.5928046,2482958.42,2376909.818,106048.6023,768499.5796,76.36446235,73.10289163,4.271058322,0
Yorkshire and The Humber,2005,2509808.031,2401086.602,108721.4284,59.45282108,2478867.138,2370404.978,108462.1605,776105.8618,76.15630416,72.82410569,4.375472925,0
Yorkshire and The Humber,2005,2515941.851,2395845.529,120096.3225,59.26622713,2484486.505,2364804.288,119682.2173,773817.4947,76.25091168,72.57776708,4.81718122,0
Yorkshire and The Humber,2005,2519907.544,2390814.903,129092.641,59.08165769,2486651.405,2357900.701,128750.7042,775489.5951,76.2275881,72.28077207,5.177674037,0
Yorkshire and The Humber,2005,2521513.874,2401285.131,120228.7436,59.28482819,2487463.96,2367246.56,120217.3998,777959.0405,76.17585714,72.49433105,4.832930314,0
Yorkshire and The Humber,2005,2511749.803,2399572.933,112176.8699,59.18156889,2480588.535,2368672.275,111916.2601,788652.4646,75.87658834,72.45327815,4.511681746,0
Yorkshire and The Humber,2005,2510497.432,2399895.654,110601.7777,59.15635073,2475680.278,2365220.701,110459.5776,795584.7218,75.67960034,72.30293787,4.461786871,0
Yorkshire and The Humber,2005,2528867.954,2415383.821,113484.1326,59.50402521,2495085.242,2382187.303,112897.9394,778212.7576,76.22542287,72.77636509,4.52481292,0
Yorkshire and The Humber,2005,2527133.738,2404098.371,123035.3679,59.18982613,2491363.537,2368828.336,122535.2014,784188.4626,76.05934931,72.31844697,4.918399084,0
Yorkshire and The Humber,2005,2530746.08,2398361.643,132384.4377,59.01391841,2493651.158,2362529.606,131121.5517,784038.8419,76.07953034,72.07910469,5.2582155,0
Yorkshire and The Humber,2005,2553089.46,2413499.323,139590.137,59.35209,2516929.942,2379208.186,137721.7557,763002.0584,76.73725985,72.53833878,5.471815223,0
Yorkshire and The Humber,2006,2552444.886,2419173.755,133271.1312,59.45809169,2517743.0,2386039.578,131703.4215,764190.0002,76.71524677,72.70226352,5.231011328,0
Yorkshire and The Humber,2006,2560865.728,2424311.705,136554.0224,59.54854314,2526699.48,2390928.989,135770.4909,757383.5199,76.93774731,72.8035494,5.373432494,0
Yorkshire and The Humber,2006,2558375.298,2421489.206,136886.0924,59.44809643,2521824.55,2385456.123,136368.4275,764267.4495,76.74235994,72.59249354,5.407530332,0
Yorkshire and The Humber,2006,2564312.131,2424713.226,139598.9042,59.48863231,2526572.815,2387412.856,139159.9585,761899.1851,76.8312096,72.59945824,5.507854657,0
Yorkshire and The Humber,2006,2557501.065,2412958.66,144542.4051,59.1678997,2519637.181,2375232.548,144404.6331,770828.8185,76.57387074,72.18529377,5.73116773,0
Yorkshire and The Humber,2006,2566337.548,2419412.693,146924.8548,59.29062604,2528349.144,2381471.627,146877.5171,764317.8562,76.78727135,72.32652518,5.80922605,0
Yorkshire and The Humber,2006,2569204.116,2416322.413,152881.7026,59.1782041,2531579.972,2379037.312,152542.6594,763309.0283,76.83354346,72.20386824,6.025591175,0
Yorkshire and The Humber,2006,2563702.44,2414846.921,148855.5188,59.10632719,2525726.26,2377739.16,147987.0996,771122.7403,76.61031062,72.12156699,5.859189966,0
Yorkshire and The Humber,2006,2551635.461,2400341.141,151294.32,58.71111562,2510748.392,2360410.811,150337.5818,788459.6077,76.10154899,71.54477106,5.987759755,0
Yorkshire and The Humber,2006,2557196.706,2406097.192,151099.514,58.82044092,2519074.735,2368894.661,150180.0744,781910.2649,76.31281981,71.76326644,5.961715718,0
Yorkshire and The Humber,2006,2571183.886,2420557.293,150626.5931,59.13141038,2529484.825,2379689.009,149795.8162,773957.1751,76.57118923,72.03665173,5.921989123,0
Yorkshire and The Humber,2006,2568425.546,2414066.906,154358.6395,58.93215901,2527291.342,2374251.379,153039.9637,778505.6576,76.45028846,71.82084619,6.055493527,0
Yorkshire and The Humber,2007,2566181.81,2411464.687,154717.1231,58.83226879,2525533.877,2372268.284,153265.593,782342.1229,76.34910973,71.7157561,6.068641343,0
Yorkshire and The Humber,2007,2558807.158,2402428.364,156378.7933,58.5726847,2514509.628,2359444.191,155065.4368,795719.3719,75.96180289,71.27737058,6.166826129,0
Yorkshire and The Humber,2007,2550445.852,2393631.92,156813.9319,58.31869465,2505128.014,2349983.558,155144.4557,807359.9858,75.62678006,70.94315688,6.193074959,0
Yorkshire and The Humber,2007,2544604.027,2395324.897,149279.1304,58.32184659,2498133.075,2350966.555,147166.5204,816533.9247,75.36603451,70.92617614,5.891060083,0
Yorkshire and The Humber,2007,2531926.694,2389326.815,142599.8798,58.14110697,2492248.187,2351135.435,141112.7514,824498.8132,75.14134141,70.88678864,5.662066569,0
Yorkshire and The Humber,2007,2541993.547,2402899.69,139093.8572,58.43128882,2498662.93,2361798.653,136864.2772,820375.0701,75.28274548,71.15913264,5.477500609,0
Yorkshire and The Humber,2007,2551845.735,2415460.66,136385.0747,58.69701109,2506213.673,2370815.692,135397.9814,815119.327,75.45806678,71.38145111,5.402491531,0
Yorkshire and The Humber,2007,2558973.12,2415661.243,143311.8774,58.6618284,2508941.746,2367051.68,141890.0654,814372.2541,75.49517578,71.22564044,5.655375045,0
Yorkshire and The Humber,2007,2557619.544,2421624.23,135995.3137,58.76523456,2505966.631,2370953.693,135012.938,819328.3695,75.36073132,71.30055206,5.387659051,0
Yorkshire and The Humber,2007,2562586.688,2427899.233,134687.4545,58.87493366,2514384.263,2381161.597,133222.6658,812998.7372,75.5664215,71.5625943,5.298421079,0
Yorkshire and The Humber,2007,2577723.893,2442623.411,135100.4816,59.1962276,2529542.115,2394719.124,134822.9913,799439.8849,75.98545486,71.93547829,5.32993661,0
Yorkshire and The Humber,2007,2577877.154,2441095.5,136781.6546,59.11747909,2533246.982,2396759.84,136487.1423,797762.0178,76.05043944,71.952968,5.387834003,0
Yorkshire and The Humber,2008,2573969.928,2443916.382,130053.5468,59.1431973,2530381.328,2399945.497,130435.8311,802675.6721,75.91773342,72.00433406,5.154789502,0
Yorkshire and The Humber,2008,2589048.769,2455473.99,133574.7782,59.38345967,2538936.801,2405987.91,132948.891,796187.1991,76.12720849,72.14088322,5.236400172,0
Yorkshire and The Humber,2008,2585436.547,2458836.543,126600.0041,59.42181182,2535502.081,2409507.55,125994.5309,801515.9191,75.98107295,72.20541064,4.969214259,0
Yorkshire and The Humber,2008,2583599.887,2444469.998,139129.889,59.03286339,2530836.586,2393261.852,137574.7342,808158.414,75.79635747,71.67611368,5.435939046,0
Yorkshire and The Humber,2008,2565711.273,2423578.346,142132.9268,58.49224833,2518063.251,2377173.296,140889.9557,822711.7486,75.37362592,71.15634234,5.595171432,0
Yorkshire and The Humber,2008,2591581.392,2435925.415,155655.9761,58.74781836,2539428.694,2385443.549,153985.1454,803392.306,75.96663698,71.36019394,6.063771186,0
Yorkshire and The Humber,2008,2593631.582,2437511.571,156120.0112,58.74484425,2542684.793,2387547.572,155137.221,802193.2069,76.01726559,71.3792124,6.101315483,0
Yorkshire and The Humber,2008,2606005.459,2447224.909,158780.5504,58.95133382,2555296.4,2397103.952,158192.4478,790331.6002,76.37718239,71.64884894,6.190767061,0
Yorkshire and The Humber,2008,2618577.465,2441675.841,176901.6234,58.7919006,2569810.297,2393459.98,176350.3176,776486.7028,76.79564298,71.52562906,6.862386607,0
Yorkshire and The Humber,2008,2605707.544,2427084.477,178623.0677,58.41274197,2557631.252,2380099.468,177531.7838,789406.7482,76.41476589,71.11061984,6.941257996,0
Yorkshire and The Humber,2008,2591806.54,2417347.603,174458.9366,58.15053997,2539240.177,2365809.5,173430.6772,808572.8227,75.84773036,70.66731326,6.830022571,0
Yorkshire and The Humber,2008,2582013.381,2410238.337,171775.044,57.95256143,2529593.358,2359312.591,170280.767,819039.642,75.54107476,70.45599177,6.731547049,0
Yorkshire and The Humber,2009,2589612.575,2404119.157,185493.418,57.77933946,2538506.258,2354377.948,184128.3107,810800.7417,75.79198498,70.29448025,7.253411732,0
Yorkshire and The Humber,2009,2583005.692,2392916.837,190088.8556,57.48612433,2534197.169,2344664.812,189532.3569,815737.8306,75.64914452,69.99135244,7.47899016,0
Yorkshire and The Humber,2009,2588627.105,2386708.995,201918.1093,57.30880837,2535162.251,2333932.347,201229.9038,815635.749,75.65846258,69.65303033,7.937555229,0
Yorkshire and The Humber,2009,2591323.755,2384326.029,206997.7259,57.22369652,2535009.752,2328905.714,206104.0385,816607.2479,75.63542469,69.48603356,8.130305547,0
Yorkshire and The Humber,2009,2600768.784,2374605.927,226162.8569,56.96734971,2549993.798,2324200.427,225793.3711,802174.2016,76.06998809,69.33424659,8.854663538,0
Yorkshire and The Humber,2009,2593423.829,2365802.595,227621.2331,56.72880089,2537310.418,2310644.092,226666.3264,815560.5818,75.67575425,68.91538899,8.933330535,0
Yorkshire and The Humber,2009,2590523.063,2362878.187,227644.8762,56.63489837,2533705.367,2307041.222,226664.1452,819888.6326,75.55194121,68.79309845,8.945955127,0
Yorkshire and The Humber,2009,2592447.768,2371879.894,220567.8742,56.81591727,2539063.406,2319190.59,219872.8158,815777.5943,75.68356908,69.12967231,8.659603195,0
Yorkshire and The Humber,2009,2601500.274,2378153.261,223347.0131,56.93397643,2546617.142,2324884.532,221732.6102,809280.8579,75.88481957,69.27756838,8.706947212,0
Yorkshire and The Humber,2009,2603090.653,2371398.991,231691.6628,56.73763916,2548037.338,2318872.675,229164.6635,809040.6618,75.90045087,69.07413753,8.993771797,0
Yorkshire and The Humber,2009,2609612.911,2376485.361,233127.5503,56.83027767,2552673.303,2321096.481,231576.8216,805284.6972,76.01861914,69.12226065,9.071933385,0
Yorkshire and The Humber,2009,2608093.624,2375134.638,232958.9856,56.76451609,2547244.308,2316334.739,230909.5688,811873.6918,75.83074808,68.95663503,9.065073502,0
Yorkshire and The Humber,2010,2603782.39,2380469.248,223313.1426,56.85987205,2544277.747,2322637.845,221639.9022,815937.2528,75.71770697,69.12170337,8.711309227,0
Yorkshire and The Humber,2010,2606349.369,2360203.872,246145.4974,56.34113308,2545422.549,2300782.416,244640.1334,816067.4509,75.72304392,68.4453149,9.610983195,0
Yorkshire and The Humber,2010,2624600.959,2373754.09,250846.8693,56.63514883,2565678.741,2316130.881,249547.8602,796613.2591,76.30743376,68.88547695,9.72638765,0
Yorkshire and The Humber,2010,2632821.445,2381362.988,251458.4565,56.78290059,2572718.365,2322671.024,250047.3409,790835.6351,76.48809458,69.05407269,9.719188244,0
Yorkshire and The Humber,2010,2645086.445,2400962.758,244123.6868,57.21628013,2587899.898,2344176.461,243723.4369,776768.1024,76.9139748,69.67036452,9.417807742,0
Yorkshire and The Humber,2010,2640499.128,2399578.398,240920.7305,57.15174711,2580265.098,2339952.695,240312.4034,785427.9019,76.66370932,69.52365218,9.313477268,0
Yorkshire and The Humber,2010,2618279.523,2381296.619,236982.9042,56.68309784,2557474.894,2320325.938,237148.9561,809449.1058,75.95879486,68.91530483,9.272777483,0
Yorkshire and The Humber,2010,2611318.511,2369829.901,241488.6101,56.37941792,2551029.392,2309874.091,241155.301,816879.6079,75.74519953,68.58481304,9.453254506,0
Yorkshire and The Humber,2010,2595727.331,2365945.961,229781.3707,56.25551239,2535290.389,2305665.092,229625.2965,833774.6112,75.25204734,68.43634932,9.057159586,0
Yorkshire and The Humber,2010,2590617.541,2350780.025,239837.5153,55.86316368,2530290.527,2291491.611,238798.9164,839826.4728,75.08019832,67.99442307,9.437608598,0
Yorkshire and The Humber,2010,2587967.783,2354773.599,233194.1841,55.92651472,2525863.06,2292552.04,233311.02,845355.9403,74.9243244,68.00365208,9.236883175,0
Yorkshire and The Humber,2010,2597637.695,2362086.202,235551.4935,56.06797892,2533958.635,2298838.847,235119.7883,838403.3649,75.13898671,68.16702497,9.278754004,0
Yorkshire and The Humber,2011,2603696.336,2368029.732,235666.604,56.18089384,2537398.677,2302430.613,234968.0639,835842.323,75.2213873,68.25574019,9.260194942,0
Yorkshire and The Humber,2011,2606866.053,2371027.641,235838.412,56.21796765,2538215.682,2303229.062,234986.62,836301.318,75.21715499,68.25359191,9.257945322,0
Yorkshire and The Humber,2011,2624219.144,2386461.378,237757.7659,56.55434005,2557740.638,2321082.233,236658.4043,817683.3625,75.77538814,68.76416809,9.252634956,0
Yorkshire and The Humber,2011,2586666.04,2353789.836,232876.2043,55.75194837,2520548.61,2289042.045,231506.5656,855799.3899,74.65310478,67.79638961,9.184768928,0
Yorkshire and The Humber,2011,2581179.782,2358024.297,223155.4853,55.81962862,2523350.078,2300776.629,222573.4487,854200.9223,74.70945895,68.119671,8.8205537,0
Yorkshire and The Humber,2011,2580477.142,2362911.486,217565.6565,55.90547636,2513837.736,2297509.365,216328.3708,864684.2637,74.40643383,68.00338626,8.605502563,0
Yorkshire and The Humber,2011,2614916.597,2377946.883,236969.7139,56.23205779,2540199.908,2304601.765,235598.1429,839309.0925,75.16476232,68.19339036,9.274787478,0
Yorkshire and The Humber,2011,2622444.574,2371074.857,251369.7177,56.04161689,2549966.889,2299780.69,250186.1985,828987.1112,75.46616168,68.06191177,9.811350869,0
Yorkshire and The Humber,2011,2621531.439,2364269.402,257262.0369,55.85772838,2546236.934,2292436.181,253800.7528,832002.0663,75.37172277,67.85891054,9.967680124,0
Yorkshire and The Humber,2011,2597298.467,2353744.602,243553.8645,55.58207291,2524403.318,2284446.24,239957.0778,853258.6817,74.7381863,67.63395036,9.505496846,0
Yorkshire and The Humber,2011,2614205.188,2355165.572,259039.6164,55.58955773,2539277.045,2284606.656,254670.3886,837775.9549,75.1920993,67.65089729,10.02924786,0
Yorkshire and The Humber,2011,2618939.05,2362039.982,256899.0682,55.72717977,2552072.552,2296073.725,255998.8267,824307.4484,75.58605819,68.00400799,10.03101681,0
Yorkshire and The Humber,2012,2623615.351,2369522.091,254093.2601,55.87999957,2557625.812,2305065.292,252560.5206,817984.1875,75.76781123,68.28588883,9.874803397,0
Yorkshire and The Humber,2012,2627236.953,2387907.906,239329.0467,56.28466587,2562942.995,2324215.789,238727.2061,812156.0052,75.93682422,68.863633,9.314573384,0
Yorkshire and The Humber,2012,2623080.665,2390021.352,233059.3137,56.30994014,2563026.143,2330587.809,232438.3335,811392.8573,75.95459078,69.06634325,9.068902171,0
Yorkshire and The Humber,2012,2630846.891,2388347.024,242499.8667,56.2464533,2561972.735,2321219.19,240753.5452,811656.2646,75.94115226,68.80481494,9.397193884,0
Yorkshire and The Humber,2012,2644357.367,2390005.274,254352.0929,56.25992107,2576649.911,2324645.417,252004.4937,796377.0893,76.38983947,68.91867207,9.780315618,0
Yorkshire and The Humber,2012,2670611.262,2413415.219,257196.0428,56.78364844,2599019.109,2343796.552,255222.5571,773441.8908,77.06595003,69.49810693,9.81995693,0
Yorkshire and The Humber,2012,2663716.539,2402340.579,261375.96,56.50024221,2598003.051,2338297.809,259705.2418,773585.9493,77.05574584,69.3529908,9.99634091,0
Yorkshire and The Humber,2012,2650406.891,2406778.27,243628.6215,56.58466275,2587494.114,2344043.493,243450.6212,783690.8855,76.75325188,69.53173716,9.408741062,0
Yorkshire and The Humber,2012,2649961.048,2421033.379,228927.6685,56.89980881,2587373.327,2358282.982,229090.3448,783411.6735,76.75877656,69.96242661,8.854166596,0
Yorkshire and The Humber,2012,2667515.778,2437544.04,229971.7379,57.27234075,2604500.493,2373490.418,231010.0749,765485.5069,77.28520217,70.43027533,8.869649882,0
Yorkshire and The Humber,2012,2666811.614,2431477.631,235333.9835,57.10847,2602339.887,2366685.336,235654.5509,767341.1128,77.22807848,70.23469985,9.055487027,0
